s.no,text,stanford_sentiment,stanford_qa
195,"Thanks to all the folks at CloudMafia, AdRoll, and Netflix!

Please reach out to begin evaluating the The SOASTA Platform for real-time Performance / Load Testing apps using HTTP/HTTPs and web services based on SOAP & REST.  

Gartner and IDC recently rated SOASTA as a Leader in the testing sector recently and our clients include 7 of the top 10 largest online retailers in the US.  

A POC delivered at no charge is on the table now for a proper evaluation if that's of interest to any Cloud Mafia participant that's not already a SOASTA client.

www.soasta.com

jarrett

jgreen@soasta.com",,
196,"Folks -
Shameless plug from my Summit talk.  I have proposed to present my OpenStack 101 session at the Summit in Hong Kong.  If you liked it, please vote for it.  Thank you!

http://www.openstack.org/rate/Presentation/lightening-openstack-for-the-technology-challenged",negative,unpredcitable
197,"This is awesome that we are putting together a presentation on puppet. I was wondering if you needed any help with it. I have been using puppet to support production servers for over a year and was actually interviewing for a role as a Professional Services Engineer with Puppet Labs. Have you had a chance to check out the book ""Pro Puppet"" by James Turnbull? Great book by a great guy who unfortunately recently left Puppet.

I have given talks on puppet before and think that I could contribute to this presentation. Jon, et al. would you be interested in collaborating?",negative,Q
198,Unfortunately I didn't estimate how much preparation I'd have to do for moving on Friday... Sorry ladies :( Hoping someone else can take my spot!,negative,unpredcitable
199,"We made it happen! The presentation is split into 2 parts. Here are the links:
PART 1: http://vimeo.com/92770954
PART 2: https://vimeo.com/92838680

*Note: The video might not play properly in Chrome.",neutral,unpredcitable
200,"Another answer that you'll read in other places, Nagios was built for other times and places.
Sensu concept of ""monitoring router"" is well worth looking at it if you haven't. It allows to create monitoring pipeline that scale with your infrastructure and unlike others *cough* riemann *cough* its architecture, configuration and customization is...simple!",negative,unpredcitable
201,"I am really interested to hear about Sensu. But by the way, we have no problems with ""dynamic"" infrastructure and ""dynamic"" checks with Nagios 3 Core (more than 2000 hosts and more than 10000 checks every 1/5 minutes).  Simply load host configuration from CMDB and service configuration from SVN (any version control system) every few hours. It works for 2 or 3 years now. That's ""monitoring pipeline"".",,
202,"Random question I would like to ask the group. Does anyone here work for tumblr or have used/know about their cmdb tool ""Collins""? http://tumblr.github.io/collins/ we're looking at writing something similar, so would love some thoughts / ideas on this. Or even a demo...",negative,unpredcitable
203,Also thanks to Amtrak for letting me post this over WiFi :-),positive,unpredcitable
204,Thank you for great talks!!,positive,unpredcitable
205,"Just want to make two clarifications - you don't HAVE to be going to DevOps Enteprise to join - it is for the entire meetup group nonetheless.  If you are going to DOES14 and need transportation to the meetup you must sign up in advance here - https://docs.google.com/forms/d/19gXP1Uu5ArFHMjwRYOLRVteaalyE9JisxFITCckVK1U/viewform

Thanks!  Looking forward to a great event.  Ping me on Twitter - @shar1z if you have any questions!",negative,unpredcitable
206,"Thanks for having me tonight! I've posted the slides for the oboe talk here http://www.juancaicedo.com/oboejs-talk/#/

Please let me know if you start using it in any projects and feel free to reach out to me with any questions!",negative,unpredcitable
207,"Thank you all for coming. Excellent conversation until late in the evening. 

Jon, thanks for sharing the links, I will try to watch your video about Scrum before the next meetup so we can continue the debate :).

Regarding LCOM and Cohesion, one of my friends is writing a blog series about them. Part 1 and 2 are already out. The Single Responsibility Principle is also covered in the second part.

http://tech.energyhelpline.com/cohesion-part-1/
http://tech.energyhelpline.com/cohesion-part-2/

Also some more scientific resources about LCOM that you might find useful:

http://www.sdml.cs.kent.edu/library/Briand'97a.pdf
http://www.cs.colostate.edu/~bieman/Pubs/tse98.pdf
http://arxiv.org/abs/1004.3277",,
208,"hi folks! Thanks for chatting with us about REdeploy tonight. We hope to see some of you there on Aug 16-17! To get 15% off of your tickets, just go to https://re-deploy.io/#tickets and use discount code SFDEVOPS.

We know it's late notice to grab your tickets before the prices go up at 12:01am Wednesday morning, so if you missed the deadline, just navigate to https://ti.to/redeploy/2018/with/xz99zje-jj0 to get your specially-priced ticket through Friday, August 3 at 11:59pm PDT.

See you at REdeploy!",negative,unpredcitable
209,"I believe that the more we, GDG NYC, scales in size, the more benefits our group can add for its members despite the growing pains of space limitations. Nitya and the other organizers are working hard to organize events that addresses the hunger that developers have for the amazing Google technologies being released at I/O 2017. Impressed with how the GDG NYC community has grown in one year. I remember attending last year's I/O  event in the Chelsea Market when the room was furnished differently. Now there is twice as many seats, full house, and a wait list for this year's hot event. (For those who couldn't make it, we'll try to upload videos from those speakers who give permission.)",,
210,"The conference discounted ticket link is not working for me, can someone help?",negative,Q
211,"Hello Adam, you were confirmed to attend our IO Extended Meetup. Reminders and Confirmation mails are automatically taken care by Meetup service. Am not sure how you missed notifications, am pretty confident everyone else was notified and reminded promptly. See you for our future events. Have a wonderful evening.",negative,unpredcitable
212,Thanks for creating this group!  I'm looking forward to it.,neutral,unpredcitable
213,"Link to slides for my talk on What's new in Machine Learning 

https://www.slideshare.net/slideshow/embed_code/key/N8kqDgB3j0NOm8",neutral,unpredcitable
214,"Hi  all -- the code labs are SELF-GUIDED. So you can also do them from home. The 2-hr time-slot here is just a way for you to get focused time and work on it alongside others. 

Find codelabs here (sort by category to get the one you want)
https://codelabs.developers.google.com/io2017


If you can't think of one, try exploring the Google Assistant ones. 
https://codelabs.developers.google.com/io2017?cat=Assistant


there is an ongoing challenge that you can apply to if you learn to build something.
https://developers.google.com/actions/challenge",negative,unpredcitable
215,"Thank You all for coming and enjoying the tech fun with us! Thank you to our speakers who did such an excellent job in sharing their knowledge and experience in fun and interesting ways. Thank you to the volunteers who helped with setup and cleanup. Thank you to our sponsors who made it possible to host this event for FREE, yet still have food and swag for everyone in a nice comfy venue. See you all soon!",neutral,unpredcitable
