s.no,text,labelled_sentiment,stanford_sentiment,stanford_qa
252,RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...,negative,neutral,unpredcitable
253,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp,negative,,
254,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market,negative,negative,unpredcitable
255,9% now on my second full charge of the day. Pissed @Apple,negative,neutral,unpredcitable
256,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,negative,neutral,unpredcitable
257,I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”,negative,,
258,"ugh! @apple, you’re reservation page for the iPhone is NOT working.",negative,negative,unpredcitable
259,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.,negative,neutral,unpredcitable
260,"Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs",negative,negative,unpredcitable
261,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative,,
262,Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.,negative,negative,unpredcitable
263,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!,negative,unpredcitable,Q
264,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!,negative,negative,unpredcitable
265,@apple u guys are gay,negative,neutral,unpredcitable
266,"Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE, Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo",negative,negative,Q
267,none of my apps work after the new ios from @apple. what do i do?!?,negative,negative,Q
268,"Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",negative,negative,unpredcitable
269,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!,negative,negative,unpredcitable
270,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,negative,negative,unpredcitable
271,"@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never",negative,,
272,"@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone",negative,negative,unpredcitable
273,"I'm givin' this stupid @apple reserve system 2days… If I cant get reservation, I'll never buy any Apple products… (yup I hate contracts)",negative,,
274,"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",negative,positive,unpredcitable
275,"Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.",negative,negative,unpredcitable
276,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative,unpredcitable,Q
277,"@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg",negative,negative,unpredcitable
278,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!,negative,negative,unpredcitable
279,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!',negative,negative,unpredcitable
280,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,negative,unpredcitable,Q
281,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh,negative,positive,unpredcitable
282,"Where is my iPhone!?!?!?!
@apple",negative,neutral,Q
283,@apple battery life suck on iOS 5,negative,neutral,unpredcitable
284,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.,negative,negative,unpredcitable
285,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?,negative,,
286,"Hey @apple why can't I share a reminder list from my iPhone?
Also why can't I login to the iCloud webpage to modify sharing from my phone?",negative,negative,Q
287,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,negative,negative,unpredcitable
288,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous,negative,negative,unpredcitable
289,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f,negative,negative,unpredcitable
290,"GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",negative,negative,unpredcitable
291,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread,negative,negative,Q
292,“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5,negative,negative,unpredcitable
293,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad,negative,negative,Q
294,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN,negative,negative,unpredcitable
295,"“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",negative,negative,Q
296,"I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",negative,,
297,"You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly.",negative,unpredcitable,Q
298,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall,negative,negative,unpredcitable
299,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,negative,unpredcitable
300,"@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",negative,neutral,Q
301,"Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple",negative,negative,unpredcitable
302,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience,negative,negative,unpredcitable
303,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL,negative,negative,unpredcitable
304,"RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...",negative,negative,unpredcitable
305,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx,negative,positive,unpredcitable
306,"""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",negative,negative,Q
307,@Apple unhappy again with service/product quality. Won't buy @Apple again.,negative,negative,unpredcitable
308,Lies @apple. the battery on this new iPhone4S is definitely not any better.,negative,negative,unpredcitable
309,"“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”",negative,negative,Q
310,"Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.",negative,negative,unpredcitable
311,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment,negative,negative,Q
312,For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?,negative,negative,Q
313,"@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?",negative,negative,Q
314,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail,negative,negative,Q
315,@PrJusto Don't question the @Apple they will remember your dissent!,negative,neutral,unpredcitable
316,"@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)",negative,negative,unpredcitable
317,So my iMessage still isn't working! @apple,negative,neutral,unpredcitable
318,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...,negative,neutral,Q
319,"dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?",negative,negative,Q
320,Ugh. WTF is up with all the bottlenecks @paypal @apple?,negative,negative,unpredcitable
321,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,positive,unpredcitable
322,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,negative,positive,unpredcitable
323,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?,negative,neutral,Q
324,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious,negative,unpredcitable,Q
325,"@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",negative,unpredcitable,Q
326,"@trisha_ps @iCloud is Cloudy. @apple tech, not very techy.",negative,negative,unpredcitable
327,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",negative,negative,unpredcitable
328,"See @Apple, that what's happen when you release iPhone 4S with same crappy design as the old phone!",negative,negative,unpredcitable
329,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,negative,unpredcitable
330,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable,negative,negative,unpredcitable
331,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",negative,negative,unpredcitable
332,What's wrong with Siri today @apple,negative,negative,Q
333,@Apple Siri is down!,negative,neutral,unpredcitable
334,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.,negative,,
335,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,negative,negative,unpredcitable
336,"Ok this @Apple software update for the #iphone is taking waaaaay too long!
#annoyed",negative,negative,unpredcitable
337,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO,negative,negative,unpredcitable
338,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,negative,unpredcitable,Q
